                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5285,                 1.3866,                    1.8,                0.76629,                0.51742,                0.61905,                0.27332,                  2.162,                 2.1895,                 2.3375,                    0.1,                      0,                      0
                      1,                 1.6135,                 1.3938,                 1.8557,                0.77985,                0.51281,                0.61595,                0.27085,                 2.1695,                 2.1902,                 2.3409,                0.09901,              9.967e-06,              9.967e-06
                      2,                 1.6526,                 1.5237,                 1.9341,                0.76248,                0.51601,                0.61593,                0.26952,                 2.1633,                 2.1889,                 2.3364,                0.09802,             1.9868e-05,             1.9868e-05
                      3,                 1.6561,                 1.4955,                 1.9221,                0.79464,                0.50576,                0.62025,                0.27689,                 2.1704,                 2.1844,                 2.3368,                0.09703,             2.9703e-05,             2.9703e-05
                      4,                 1.5552,                 1.4333,                  1.782,                0.81143,                0.50786,                0.61374,                0.27316,                 2.1673,                 2.1771,                 2.3375,               0.096039,             3.9472e-05,             3.9472e-05
                      5,                 1.6841,                  1.518,                 1.8765,                0.80411,                0.50892,                0.61317,                0.26872,                 2.1579,                 2.1789,                 2.3333,               0.095049,             4.9175e-05,             4.9175e-05
                      6,                 1.6036,                 1.4471,                 1.8585,                0.76975,                0.52137,                0.61263,                0.26761,                 2.1497,                 2.1715,                 2.3281,               0.094059,             5.8812e-05,             5.8812e-05
                      7,                 1.6098,                 1.4442,                 1.8464,                0.76086,                0.52455,                0.61125,                0.26877,                 2.1442,                 2.1752,                 2.3272,               0.093068,             6.8383e-05,             6.8383e-05
                      8,                 1.6205,                 1.4508,                 1.8434,                0.76484,                0.52037,                0.60968,                0.26457,                 2.1362,                 2.1635,                 2.3246,               0.092078,             7.7888e-05,             7.7888e-05
                      9,                 1.5659,                 1.4846,                 1.8759,                0.75428,                0.52559,                0.62001,                0.25835,                 2.1271,                 2.1608,                 2.3201,               0.091087,             8.7327e-05,             8.7327e-05
                     10,                 1.6112,                 1.4417,                 1.8131,                0.74423,                0.52968,                0.61703,                0.25263,                 2.1254,                 2.1644,                 2.3157,               0.090097,               9.67e-05,               9.67e-05
                     11,                 1.5994,                 1.4433,                 1.8443,                0.74873,                0.51755,                0.61576,                0.25262,                 2.1336,                 2.1529,                 2.3136,               0.089106,             0.00010601,             0.00010601
                     12,                 1.6809,                  1.529,                 1.8923,                0.67244,                0.55499,                0.60518,                0.24481,                 2.1482,                 2.1299,                 2.3215,               0.088115,             0.00011525,             0.00011525
                     13,                 1.5588,                 1.4024,                  1.816,                0.66426,                0.55922,                0.60564,                0.24315,                 2.1538,                 2.1232,                 2.3262,               0.087124,             0.00012442,             0.00012442
                     14,                 1.5708,                 1.4383,                 1.8256,                0.66023,                0.55106,                0.61549,                0.24821,                 2.1579,                 2.1186,                 2.3281,               0.086134,             0.00013353,             0.00013353
                     15,                 1.6307,                 1.4578,                 1.8386,                0.66181,                0.55048,                0.61854,                0.24916,                 2.1567,                 2.1245,                  2.329,               0.085143,             0.00014258,             0.00014258
                     16,                 1.6448,                 1.4786,                 1.8948,                 0.6672,                0.55107,                0.61982,                0.24719,                 2.1651,                 2.1194,                 2.3303,               0.084152,             0.00015155,             0.00015155
                     17,                 1.5628,                 1.3959,                 1.7604,                0.68883,                0.55616,                0.62129,                0.24864,                 2.1654,                 2.1231,                 2.3296,                0.08316,             0.00016046,             0.00016046
