                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 4.0118,                 4.4267,                 4.0111,                0.00205,                0.07393,                0.00283,                0.00066,                 4.2601,                 4.6247,                 3.9527,              0.0007855,              0.0007855,              0.0007855
                     67,                 3.6911,                 4.3824,                 3.9857,                0.00299,                0.16393,                0.00851,                0.00161,                 4.2565,                 4.6198,                 3.9534,              0.0007822,              0.0007822,              0.0007822
                     68,                 3.6429,                 4.3377,                 3.9601,                0.00274,                0.16393,                0.01284,                0.00185,                 4.2226,                 4.6159,                 3.9551,              0.0007789,              0.0007789,              0.0007789
                     69,                 3.5075,                 4.5203,                 3.9421,                0.00209,                0.15143,                0.03041,                0.00447,                 4.2052,                 4.6168,                 3.9546,              0.0007756,              0.0007756,              0.0007756
                     70,                 3.5747,                 4.4213,                 3.9755,                0.00269,                0.17107,                0.03399,                0.00427,                 4.1791,                 4.6122,                 3.9618,              0.0007723,              0.0007723,              0.0007723
                     71,                 3.7884,                 4.1454,                 3.9657,                0.00251,                0.21107,                0.05796,                 0.0095,                 4.1639,                 4.5612,                 3.9868,               0.000769,               0.000769,               0.000769
                     72,                  3.741,                 3.9732,                 3.9587,                0.45086,                   0.08,                0.03447,                0.00593,                 4.1117,                 4.5259,                 4.0205,              0.0007657,              0.0007657,              0.0007657
                     73,                 3.8083,                  4.328,                 3.9237,                0.64186,                   0.08,                0.03449,                0.00484,                 4.0507,                 4.5114,                 4.0479,              0.0007624,              0.0007624,              0.0007624
                     74,                 3.5589,                 4.2717,                 3.9285,                0.23537,                   0.08,                0.02193,                0.00583,                 3.9767,                  4.584,                 4.0729,              0.0007591,              0.0007591,              0.0007591
                     75,                 3.6596,                 4.3904,                 3.9301,                0.27768,                 0.0525,                0.02535,                0.00424,                 4.0153,                 4.4718,                 4.0248,              0.0007558,              0.0007558,              0.0007558
                     76,                  3.676,                 4.6601,                 3.8405,                0.88192,                   0.04,                0.04233,                0.00932,                 3.9966,                 4.5465,                 4.0013,              0.0007525,              0.0007525,              0.0007525
                     77,                 3.7726,                 4.2196,                 3.9476,                0.45285,                  0.105,                0.03503,                0.00885,                 3.9806,                 4.7296,                  3.981,              0.0007492,              0.0007492,              0.0007492
                     78,                 3.5747,                   4.58,                 3.8566,                0.65239,                 0.0925,                0.02288,                0.00446,                 3.9176,                 5.1219,                 3.9139,              0.0007459,              0.0007459,              0.0007459
                     79,                 3.5733,                 4.3189,                 3.8791,                0.62862,                 0.1325,                0.01429,                0.00339,                 3.8921,                 6.5792,                 3.9512,              0.0007426,              0.0007426,              0.0007426
                     80,                  3.502,                 4.1949,                  3.863,                0.61419,                 0.0925,                0.01132,                0.00338,                 3.8478,                 11.734,                 3.9743,              0.0007393,              0.0007393,              0.0007393
                     81,                 3.6963,                 4.0626,                 3.8833,                0.21311,                0.12464,                0.01017,                0.00354,                 3.8829,                 13.542,                 4.0231,               0.000736,               0.000736,               0.000736
                     82,                 3.7179,                  4.172,                 3.8641,                 0.6078,                  0.025,                0.00659,                0.00237,                 3.8235,                 13.476,                 3.9776,              0.0007327,              0.0007327,              0.0007327
                     83,                  3.455,                  4.435,                 3.9506,                0.21119,                 0.1575,                0.01115,                0.00419,                 3.8507,                 9.7558,                 3.9979,              0.0007294,              0.0007294,              0.0007294
                     84,                 3.6366,                  4.156,                 3.8287,                0.21276,                   0.17,                 0.0135,                 0.0044,                  3.856,                 10.194,                 4.0364,              0.0007261,              0.0007261,              0.0007261
                     85,                 3.4493,                 4.0108,                 3.8521,                0.01405,                0.22714,                0.05819,                0.01319,                 3.8355,                 8.4652,                 3.8708,              0.0007228,              0.0007228,              0.0007228
                     86,                 3.3726,                 4.0401,                 3.8214,                0.01411,                0.20929,                0.01615,                 0.0045,                 3.8354,                 7.1115,                 3.8333,              0.0007195,              0.0007195,              0.0007195
