                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5154,                 1.3762,                 1.7915,                      0,                      0,                      0,                      0,                 4.9149,                 6.0609,                 6.0871,                    0.1,                      0,                      0
                      1,                 3.7556,                 6.9557,                 4.2646,                      0,                      0,                      0,                      0,                 4.5148,                 7.5338,                 9.5811,               0.099001,             9.9802e-07,             9.9802e-07
                      2,                 3.8349,                 6.5614,                 5.1937,                      0,                      0,                      0,                      0,                 4.5358,                 107.37,                 10.996,               0.098002,             1.9921e-06,             1.9921e-06
                      3,                 3.5416,                 8.3485,                 4.6713,                  5e-05,                 0.0125,                  2e-05,                  1e-05,                 4.2536,                 776.17,                 12.246,               0.097003,             2.9822e-06,             2.9822e-06
                      4,                 3.4353,                 6.2178,                 4.6262,                  7e-05,                 0.0125,                  4e-05,                  2e-05,                 4.0986,                 1451.7,                  12.63,               0.096004,             3.9683e-06,             3.9683e-06
                      5,                 3.7147,                 4.2688,                 4.3161,                 0.0001,                  0.025,                  6e-05,                  2e-05,                 4.1006,                 1256.5,                 12.779,               0.095005,             4.9505e-06,             4.9505e-06
                      6,                 3.3485,                 4.0972,                 3.8528,                0.00023,                 0.0375,                0.00014,                  2e-05,                 4.1424,                 992.57,                 13.523,               0.094006,             5.9287e-06,             5.9287e-06
                      7,                 3.4008,                 4.0637,                  3.916,                0.00023,                 0.0375,                0.00014,                  2e-05,                 4.1188,                 521.84,                 13.787,               0.093007,              6.903e-06,              6.903e-06
                      8,                 3.3408,                 3.8651,                 3.9737,                0.00023,                 0.0375,                0.00014,                  2e-05,                 3.9643,                 397.52,                 12.257,               0.092008,             7.8733e-06,             7.8733e-06
                      9,                 3.2511,                 3.7871,                 3.7511,                0.00022,                   0.04,                0.00049,                 0.0001,                 3.9779,                 325.33,                 11.567,               0.091009,             8.8396e-06,             8.8396e-06
                     10,                 3.2767,                 3.6475,                 3.7251,                 0.0001,                 0.0125,                  6e-05,                  1e-05,                 4.0793,                 282.31,                 11.225,                0.09001,              9.802e-06,              9.802e-06
                     11,                 3.1325,                 3.6738,                 3.7425,                0.00036,                 0.0525,                0.00021,                  2e-05,                 4.1065,                 254.17,                 10.172,               0.089011,              1.076e-05,              1.076e-05
                     12,                 3.1977,                  3.632,                 3.6353,                0.00018,                 0.0375,                0.00011,                  2e-05,                 4.2555,                 252.28,                 9.3072,               0.088012,             1.1715e-05,             1.1715e-05
                     13,                 2.9911,                 3.5141,                 3.3307,                0.00012,                  0.025,                  7e-05,                  1e-05,                 4.3434,                 206.51,                 9.0663,               0.087013,             1.2665e-05,             1.2665e-05
                     14,                 3.0437,                 3.4374,                 3.3201,                0.00012,                  0.025,                  7e-05,                  1e-05,                 4.3704,                 182.49,                 8.8992,               0.086014,             1.3612e-05,             1.3612e-05
                     15,                 3.1566,                 3.5468,                 3.4512,                  8e-05,                 0.0125,                  4e-05,                      0,                 4.3384,                 182.72,                 8.6588,               0.085015,             1.4555e-05,             1.4555e-05
                     16,                 3.0026,                 3.5108,                 3.2435,                  8e-05,                 0.0125,                  4e-05,                      0,                 4.2409,                 201.05,                 8.3307,               0.084015,             1.5493e-05,             1.5493e-05
                     17,                 2.9714,                 3.5387,                 3.1175,                0.00034,                   0.08,                0.00028,                  5e-05,                 4.2119,                 170.98,                 8.1223,               0.083016,             1.6428e-05,             1.6428e-05
                     18,                 2.8749,                 3.3356,                 2.9957,                0.00021,                   0.08,                0.00022,                  5e-05,                 4.3202,                 186.44,                 7.8656,               0.082017,             1.7358e-05,             1.7358e-05
                     19,                  2.962,                 3.4686,                 3.0351,                0.00032,                 0.0925,                0.00025,                  5e-05,                 4.3823,                 208.27,                 7.6541,               0.081018,             1.8285e-05,             1.8285e-05
                     20,                  2.868,                 3.3858,                 3.0566,                0.00013,                 0.0125,                  6e-05,                  1e-05,                  4.394,                 185.33,                 7.5351,               0.080019,             1.9208e-05,             1.9208e-05
                     21,                 2.8117,                 3.2928,                 2.9794,                  8e-05,                 0.0125,                  4e-05,                  1e-05,                 4.3884,                 158.86,                 7.3847,                0.07902,             2.0127e-05,             2.0127e-05
                     22,                 2.8045,                 3.2666,                 2.9816,                  8e-05,                 0.0125,                  4e-05,                  1e-05,                 4.3721,                 164.64,                 6.9894,               0.078021,             2.1042e-05,             2.1042e-05
                     23,                 2.7842,                 3.1164,                 2.8235,                 0.0002,                 0.0125,                  5e-05,                  1e-05,                 4.3351,                 193.09,                 6.5706,               0.077022,             2.1953e-05,             2.1953e-05
                     24,                 2.8098,                 3.2358,                 2.9239,                0.00013,                 0.0125,                  4e-05,                      0,                 4.2801,                 182.39,                 6.4731,               0.076023,              2.286e-05,              2.286e-05
                     25,                 2.7132,                  3.166,                 2.9183,                0.00013,                 0.0125,                  4e-05,                      0,                 4.2534,                 150.36,                 6.4512,               0.075024,             2.3763e-05,             2.3763e-05
                     26,                 2.8146,                 3.1756,                 2.8697,                0.00013,                 0.0125,                  4e-05,                      0,                 4.2525,                 155.57,                 6.4147,               0.074025,             2.4662e-05,             2.4662e-05
                     27,                 2.7908,                 3.1456,                 2.8471,                0.00012,                  0.025,                  9e-05,                  2e-05,                 4.2929,                 196.02,                 5.9058,               0.073026,             2.5557e-05,             2.5557e-05
                     28,                 2.7626,                 3.2792,                 2.8093,                0.00027,                  0.025,                  9e-05,                  2e-05,                 4.2524,                 160.55,                 5.4776,               0.072026,             2.6448e-05,             2.6448e-05
                     29,                 2.7023,                 3.0244,                  2.761,                 0.0003,                  0.025,                0.00016,                  3e-05,                 4.0836,                 156.26,                 5.1238,               0.071027,             2.7335e-05,             2.7335e-05
                     30,                 2.7152,                  3.089,                 2.7969,                0.00015,                  0.025,                0.00016,                  3e-05,                 4.1716,                 176.49,                 5.2579,               0.070028,             2.8218e-05,             2.8218e-05
                     31,                 2.7642,                 3.0439,                 2.7236,                0.00019,                  0.025,                0.00015,                  3e-05,                 4.2107,                 142.84,                 5.2765,               0.069029,             2.9097e-05,             2.9097e-05
                     32,                 2.8248,                 3.0171,                 2.6887,                0.00012,                 0.0125,                  7e-05,                  1e-05,                 4.3561,                 136.37,                 5.3851,                0.06803,             2.9972e-05,             2.9972e-05
                     33,                 2.7363,                 2.9653,                 2.6923,                0.00025,                 0.0125,                0.00013,                  2e-05,                 4.4079,                 69.334,                 5.4776,               0.067031,             3.0844e-05,             3.0844e-05
                     34,                 2.5581,                  3.018,                 2.7379,                0.00025,                 0.0125,                  7e-05,                  1e-05,                 4.3896,                 43.355,                 5.3933,               0.066032,             3.1711e-05,             3.1711e-05
                     35,                  2.646,                 2.9811,                 2.6376,                0.00056,                  0.065,                0.00039,                  4e-05,                 4.2983,                 36.017,                 5.1434,               0.065033,             3.2575e-05,             3.2575e-05
                     36,                 2.6459,                 2.9968,                 2.7041,                0.20025,                 0.0125,                 0.0001,                  2e-05,                 4.2988,                 23.591,                 5.1428,               0.064033,             3.3434e-05,             3.3434e-05
                     37,                 2.6463,                 2.8267,                 2.6378,                0.00025,                 0.0125,                0.00013,                  2e-05,                  4.202,                 29.864,                 4.8556,               0.063034,             3.4289e-05,             3.4289e-05
                     38,                 2.6087,                 2.9077,                 2.6997,                0.00024,                 0.0125,                0.00012,                  1e-05,                  4.155,                 41.318,                 4.5848,               0.062035,             3.5141e-05,             3.5141e-05
                     39,                 2.6584,                 2.9732,                 2.6702,                0.00024,                 0.0125,                0.00026,                  4e-05,                  4.039,                 47.564,                 4.3891,               0.061036,             3.5988e-05,             3.5988e-05
                     40,                 2.5933,                 2.8957,                   2.67,                0.00093,                 0.1675,                0.00085,                0.00017,                 4.0451,                  34.82,                 4.4399,               0.060037,             3.6832e-05,             3.6832e-05
                     41,                 2.6497,                 2.9717,                 2.7549,                0.20043,                   0.04,                0.00049,                 0.0001,                 4.0603,                 34.415,                 4.6021,               0.059038,             3.7672e-05,             3.7672e-05
                     42,                 2.6118,                 2.8934,                 2.7263,                0.00074,                   0.08,                0.00059,                 0.0001,                 4.0592,                 54.704,                 4.5059,               0.058039,             3.8507e-05,             3.8507e-05
                     43,                  2.676,                 2.8456,                 2.6439,                0.00121,                 0.1525,                0.00124,                0.00021,                 3.8208,                 56.966,                 3.9333,               0.057039,             3.9339e-05,             3.9339e-05
                     44,                 2.6758,                  2.932,                 2.6707,                0.00063,                 0.1375,                0.00064,                0.00023,                 3.4876,                 49.749,                 3.5114,                0.05604,             4.0167e-05,             4.0167e-05
                     45,                 2.6149,                 2.8953,                 2.6076,                0.00062,                 0.1375,                0.00069,                0.00023,                 3.4588,                 57.902,                 3.4663,               0.055041,             4.0991e-05,             4.0991e-05
                     46,                 2.5679,                 2.9825,                 2.6786,                0.00085,                  0.125,                0.00083,                0.00017,                 3.8341,                 34.173,                 3.7198,               0.054042,              4.181e-05,              4.181e-05
                     47,                 2.5135,                 2.8065,                 2.6139,                0.00068,                 0.0875,                0.00065,                0.00011,                 4.0576,                 17.379,                 3.9354,               0.053043,             4.2626e-05,             4.2626e-05
                     48,                   2.47,                 2.8031,                 2.5419,                0.00049,                 0.0375,                 0.0006,                0.00012,                 4.0518,                 9.5174,                 3.9467,               0.052043,             4.3438e-05,             4.3438e-05
                     49,                 2.5013,                 2.7426,                 2.6026,                0.00014,                 0.0125,                0.00044,                0.00014,                  4.037,                  6.802,                 3.8383,               0.051044,             4.4246e-05,             4.4246e-05
                     50,                 2.5588,                 2.8069,                 2.7164,                0.00031,                 0.0875,                0.00044,                0.00012,                 4.1825,                 6.4698,                 3.9984,               0.050045,              4.505e-05,              4.505e-05
                     51,                  2.556,                 2.8467,                 2.6376,                0.00031,                 0.0875,                0.00053,                  7e-05,                 4.2552,                  6.225,                 4.1816,               0.049046,              4.585e-05,              4.585e-05
                     52,                 2.5143,                 2.7881,                 2.6037,                0.00018,                   0.05,                0.00016,                  3e-05,                 4.2391,                 6.5276,                 4.4013,               0.048047,             4.6646e-05,             4.6646e-05
                     53,                 2.5184,                 2.8333,                 2.5795,                0.00018,                   0.05,                0.00014,                  3e-05,                 4.1927,                 6.7715,                 4.4041,               0.047047,             4.7438e-05,             4.7438e-05
                     54,                 2.4327,                  2.681,                 2.5028,                0.00018,                   0.05,                0.00013,                  3e-05,                 4.1099,                 6.6002,                 4.2044,               0.046048,             4.8226e-05,             4.8226e-05
                     55,                 2.4629,                 2.7393,                 2.5159,                 0.0004,                 0.1125,                0.00053,                0.00011,                 3.9917,                 6.2556,                 4.0434,               0.045049,             4.9011e-05,             4.9011e-05
                     56,                  2.484,                 2.8025,                 2.5507,                0.00049,                 0.1375,                0.00099,                0.00025,                 3.6876,                 5.5672,                 3.8198,                0.04405,             4.9791e-05,             4.9791e-05
                     57,                 2.5013,                 2.7854,                 2.6203,                0.00049,                 0.1375,                0.00099,                0.00025,                  3.606,                 5.9768,                 3.8277,               0.043051,             5.0567e-05,             5.0567e-05
                     58,                 2.4549,                 2.6507,                 2.5337,                0.00049,                 0.1375,                0.00099,                0.00025,                 3.7243,                 6.4448,                 3.8932,               0.042051,             5.1339e-05,             5.1339e-05
                     59,                 2.4056,                 2.7346,                 2.6054,                0.00049,                 0.1375,                0.00099,                0.00025,                 3.7352,                 6.4565,                  3.846,               0.041052,             5.2108e-05,             5.2108e-05
                     60,                 2.3885,                 2.6742,                 2.5631,                0.00056,                   0.08,                0.00052,                0.00012,                 3.6236,                 5.7939,                 3.6266,               0.040053,             5.2872e-05,             5.2872e-05
                     61,                 2.4712,                 2.8031,                 2.5567,                0.00088,                   0.12,                0.00111,                 0.0002,                 3.4665,                 6.0915,                 3.4481,               0.039054,             5.3632e-05,             5.3632e-05
                     62,                 2.4667,                  2.686,                 2.5774,                 0.0002,                   0.08,                0.00114,                0.00029,                 3.4563,                 6.1988,                 3.4751,               0.038054,             5.4389e-05,             5.4389e-05
                     63,                 2.4665,                 2.7999,                 2.6085,                 0.0005,                  0.105,                0.00087,                0.00022,                 3.5257,                 6.2276,                 3.6038,               0.037055,             5.5141e-05,             5.5141e-05
                     64,                 2.4526,                 2.5987,                 2.5447,                0.00031,                0.08012,                0.00175,                0.00047,                 3.4879,                 6.0767,                 3.6323,               0.036056,              5.589e-05,              5.589e-05
                     65,                 2.3627,                 2.5213,                 2.5347,                0.40102,                   0.04,                0.00106,                0.00025,                  3.386,                 7.7624,                 3.7126,               0.035057,             5.6635e-05,             5.6635e-05
                     66,                 2.3484,                 2.5673,                 2.4785,                 0.4013,                   0.04,                0.00058,                 0.0001,                 3.3357,                 9.8259,                 3.7433,               0.034057,             5.7375e-05,             5.7375e-05
                     67,                 2.3651,                  2.572,                 2.5168,                0.80159,                   0.04,                0.00093,                0.00013,                 3.2705,                 10.135,                 3.6856,               0.033058,             5.8112e-05,             5.8112e-05
                     68,                 2.4868,                 2.6044,                 2.4719,                0.00325,                   0.17,                0.00875,                0.00494,                 3.2706,                 7.8099,                 3.5571,               0.032059,             5.8844e-05,             5.8844e-05
