                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.1918,                 5.0002,                 4.3512,                      0,                      0,                      0,                      0,                 4.2798,                 5.1257,                 4.1555,                 0.0982,                 0.0002,                 0.0002
                      1,                 4.1682,                 4.9726,                 4.3705,                      0,                      0,                      0,                      0,                 4.2811,                 5.1107,                 4.1499,               0.095498,             0.00049802,             0.00049802
                      2,                 3.9756,                 4.9243,                 4.3508,                      0,                      0,                      0,                      0,                 4.2858,                 5.0934,                 4.1431,               0.092794,             0.00079366,             0.00079366
                      3,                 4.0992,                 5.0436,                 4.2572,                      0,                      0,                      0,                      0,                 4.2877,                 5.0723,                 4.1355,               0.090087,              0.0010869,              0.0010869
                      4,                 4.0153,                 4.9825,                  4.361,                      0,                      0,                      0,                      0,                 4.2865,                 5.0551,                 4.1279,               0.087378,              0.0013778,              0.0013778
                      5,                 4.2571,                 4.9343,                 4.2472,                      0,                      0,                      0,                      0,                 4.2871,                 5.0354,                 4.1197,               0.084666,              0.0016663,              0.0016663
                      6,                 4.2873,                  4.884,                 4.1949,                      0,                      0,                      0,                      0,                 4.2872,                 5.0148,                 4.1109,               0.081952,              0.0019525,              0.0019525
                      7,                 4.1171,                 4.7933,                 4.2002,                      0,                      0,                      0,                      0,                 4.2846,                 4.9947,                 4.1019,               0.079236,              0.0022362,              0.0022362
                      8,                 4.1774,                  4.945,                 4.1465,                      0,                      0,                      0,                      0,                 4.2835,                 4.9706,                 4.0913,               0.076518,              0.0025176,              0.0025176
                      9,                 4.0157,                 4.7647,                 4.1778,                      0,                      0,                      0,                      0,                 4.2791,                 4.9507,                 4.0814,               0.073797,              0.0027966,              0.0027966
                     10,                 4.4061,                 4.7187,                 4.2277,                      0,                      0,                      0,                      0,                 4.2773,                 4.9334,                 4.0722,               0.071073,              0.0030733,              0.0030733
                     11,                 4.1873,                 4.6602,                 4.1595,                      0,                      0,                      0,                      0,                 4.2748,                 4.9184,                 4.0643,               0.068348,              0.0033475,              0.0033475
                     12,                 4.3431,                 4.5794,                 4.2177,                      0,                      0,                      0,                      0,                 4.2722,                 4.9049,                 4.0578,               0.065619,              0.0036194,              0.0036194
                     13,                 4.1031,                 4.6224,                 4.1158,                      0,                      0,                      0,                      0,                 4.2719,                 4.8894,                 4.0501,               0.062889,              0.0038889,              0.0038889
                     14,                 4.2017,                 4.5566,                 4.0981,                      0,                      0,                      0,                      0,                 4.2698,                 4.8726,                 4.0425,               0.060156,              0.0041561,              0.0041561
                     15,                 4.2102,                 4.6014,                 4.1083,                      0,                      0,                      0,                      0,                 4.2691,                  4.857,                 4.0361,               0.057421,              0.0044208,              0.0044208
                     16,                 4.2324,                 4.3693,                 4.0507,                      0,                      0,                      0,                      0,                 4.2666,                 4.8461,                 4.0315,               0.054683,              0.0046832,              0.0046832
                     17,                 4.1681,                 4.3153,                 4.0292,                      0,                      0,                      0,                      0,                 4.2646,                 4.8409,                 4.0261,               0.051943,              0.0049432,              0.0049432
                     18,                 4.0241,                 4.3941,                 4.0431,                      0,                      0,                      0,                      0,                 4.2641,                 4.8383,                 4.0239,               0.049201,              0.0052008,              0.0052008
                     19,                 3.9661,                 4.2759,                 4.0187,                      0,                      0,                      0,                      0,                 4.2632,                  4.835,                 4.0202,               0.046456,              0.0054561,              0.0054561
                     20,                 3.7777,                 4.1769,                 4.0135,                      0,                      0,                      0,                      0,                 4.2626,                 4.8341,                 4.0189,               0.043709,               0.005709,               0.005709
                     21,                 3.8279,                 4.2544,                 3.9558,                      0,                      0,                      0,                      0,                 4.2596,                 4.8346,                 4.0166,               0.040959,              0.0059595,              0.0059595
                     22,                 3.7515,                  4.088,                 3.9777,                      0,                      0,                      0,                      0,                 4.2589,                 4.8332,                 4.0154,               0.038208,              0.0062076,              0.0062076
                     23,                 3.8642,                 4.1069,                 3.9057,                      0,                      0,                      0,                      0,                 4.2607,                 4.8322,                 4.0136,               0.035453,              0.0064533,              0.0064533
                     24,                 3.6663,                 4.0521,                 3.7295,                      0,                      0,                      0,                      0,                 4.2561,                 4.8363,                 4.0144,               0.032697,              0.0066967,              0.0066967
                     25,                 3.5148,                 4.0061,                 3.7414,                      0,                      0,                      0,                      0,                 4.2619,                 4.8241,                 4.0088,               0.029938,              0.0069377,              0.0069377
                     26,                 3.6507,                 3.8562,                 3.7138,                      0,                      0,                      0,                      0,                 4.2651,                 4.8231,                 4.0085,               0.027176,              0.0071763,              0.0071763
                     27,                 3.5795,                 3.8449,                 3.7281,                      0,                      0,                      0,                      0,                 4.2672,                 4.8391,                 4.0127,               0.024413,              0.0074126,              0.0074126
                     28,                 3.3765,                 3.8179,                 3.6157,                      0,                      0,                      0,                      0,                 4.2779,                 4.8332,                 4.0102,               0.021646,              0.0076464,              0.0076464
                     29,                 3.3403,                 3.7266,                 3.6037,                0.00094,                0.16714,                0.06954,                0.02871,                 4.2895,                 4.6576,                 3.9356,               0.018878,              0.0078779,              0.0078779
                     30,                 3.2538,                 3.9238,                 3.6031,                0.93936,                   0.04,                0.05841,                0.01607,                 4.1247,                 4.9221,                  3.831,               0.016107,               0.008107,               0.008107
                     31,                 3.3067,                 3.8446,                 3.5124,                0.70408,                 0.1025,                0.06042,                0.01324,                 3.7335,                 3.9937,                 3.6187,               0.013334,              0.0083338,              0.0083338
                     32,                 3.4195,                 3.7546,                 3.3882,                0.00353,                0.33393,                0.09334,                0.03169,                 3.8812,                 4.3195,                 3.7051,               0.010558,              0.0085581,              0.0085581
                     33,                 3.4361,                 3.7214,                 3.4996,                0.21113,                0.16714,                0.00881,                0.00186,                 3.7636,                 4.2334,                 3.6535,              0.0086932,              0.0086932,              0.0086932
                     34,                 3.0892,                 3.6246,                 3.4044,                0.21185,                0.09714,                0.00718,                0.00235,                 3.7203,                 6.8616,                 3.8795,              0.0086932,              0.0086932,              0.0086932
                     35,                  3.313,                 3.5328,                 3.2863,                0.73885,                 0.0775,                0.07597,                0.02544,                 3.6094,                 3.8791,                 3.4037,              0.0086536,              0.0086536,              0.0086536
                     36,                 3.2275,                 3.4534,                 3.2709,                0.45257,                0.03929,                0.02169,                 0.0052,                 3.3978,                 5.0042,                 3.2745,               0.008614,               0.008614,               0.008614
                     37,                 3.0478,                  3.431,                 3.2247,                0.81053,                  0.025,                0.02398,                 0.0051,                 3.5642,                 138.06,                 5.4886,              0.0085744,              0.0085744,              0.0085744
                     38,                 3.0787,                 3.7124,                 3.3301,                0.69144,                  0.165,                0.05241,                0.01544,                 3.4591,                 19.651,                   3.81,              0.0085348,              0.0085348,              0.0085348
                     39,                 3.0777,                  3.512,                 3.1785,                0.81224,                  0.075,                0.04029,                0.00643,                 3.7542,                 230.64,                    7.1,              0.0084952,              0.0084952,              0.0084952
                     40,                 3.0917,                 3.6512,                 3.2373,                0.60805,                  0.205,                0.03683,                0.00836,                 3.7618,                 73.745,                 6.0689,              0.0084556,              0.0084556,              0.0084556
                     41,                 3.0586,                 3.3272,                 3.0962,                0.64671,                 0.1525,                0.05168,                0.01827,                 3.4523,                 14.036,                 4.0075,               0.008416,               0.008416,               0.008416
                     42,                 2.9264,                 3.2445,                 3.1682,                0.51199,                0.19583,                0.06863,                0.01504,                 3.5268,                 7.8946,                 3.4923,              0.0083764,              0.0083764,              0.0083764
                     43,                 2.8686,                 3.3473,                 3.1321,                0.55605,                0.11414,                0.15201,                0.03119,                 3.4098,                 3.9113,                 3.3285,              0.0083368,              0.0083368,              0.0083368
                     44,                  2.908,                 3.2572,                 3.0496,                0.47203,                  0.205,                0.06784,                0.01583,                 3.4437,                 5.1496,                 3.5232,              0.0082972,              0.0082972,              0.0082972
                     45,                  2.985,                 3.2194,                 2.9992,                0.29508,                0.13036,                0.07306,                0.01918,                 3.2675,                 4.8984,                 3.4252,              0.0082576,              0.0082576,              0.0082576
                     46,                 3.0154,                 3.2291,                 3.0071,                0.07745,                0.18464,                0.05705,                0.01149,                  3.305,                 4.2688,                 3.3053,               0.008218,               0.008218,               0.008218
