                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.2373,                 4.3308,                 1.9628,                0.01779,                   0.09,                0.01315,                 0.0039,                  2.084,                 4.3945,                 1.7408,                    0.1,                      0,                      0
                      1,                  2.227,                 4.3661,                 1.9028,                0.01521,                   0.09,                0.01389,                0.00436,                 2.0914,                 4.4175,                 1.7393,                 0.0991,             9.9802e-05,             9.9802e-05
                      2,                 2.1586,                 4.2028,                 1.9333,                0.01578,                   0.09,                 0.0133,                0.00416,                 2.0982,                 4.4455,                 1.7329,               0.098199,             0.00019921,             0.00019921
                      3,                 2.1699,                 4.2892,                 1.9571,                0.01373,                   0.09,                0.01228,                0.00388,                 2.1064,                 4.4531,                 1.7437,               0.097298,             0.00029822,             0.00029822
                      4,                 2.1449,                 4.2816,                 1.9571,                0.01366,                   0.19,                0.01308,                0.00376,                 2.1004,                 4.4703,                 1.7344,               0.096397,             0.00039683,             0.00039683
                      5,                  2.178,                 4.3683,                 1.9626,                0.00596,                 0.2025,                0.00985,                0.00381,                 2.0442,                  4.429,                 1.6959,               0.095495,             0.00049505,             0.00049505
                      6,                 2.1354,                 4.2897,                 1.9576,                0.00338,                 0.2775,                0.01493,                0.00593,                 1.9634,                 4.3783,                 1.6515,               0.094593,             0.00059287,             0.00059287
                      7,                 2.0234,                 4.1706,                 1.8793,                0.00341,                 0.2775,                0.01352,                0.00536,                 1.9592,                 4.3765,                 1.6574,                0.09369,              0.0006903,              0.0006903
                      8,                   2.11,                 4.3121,                 1.9088,                0.00153,                   0.25,                0.02348,                 0.0114,                 1.8401,                 4.2731,                 1.5804,               0.092787,             0.00078733,             0.00078733
                      9,                 2.0184,                 4.2893,                 1.8702,                0.00137,                  0.275,                  0.039,                0.01866,                 1.7195,                 4.2201,                 1.5322,               0.091884,             0.00088396,             0.00088396
                     10,                 1.8994,                 4.1982,                 1.7651,                0.00133,                 0.2875,                0.06498,                0.03299,                 1.6696,                 4.1891,                 1.5067,                0.09098,              0.0009802,              0.0009802
                     11,                 2.0053,                 4.2142,                 1.8055,                0.00128,                 0.2875,                0.08711,                0.04768,                 1.6119,                 4.1368,                 1.4882,               0.090076,               0.001076,               0.001076
                     12,                 1.8429,                 4.1575,                 1.7364,                0.00121,                  0.275,                0.10468,                0.05633,                 1.5822,                 4.1063,                 1.4706,               0.089171,              0.0011715,              0.0011715
                     13,                 1.8571,                 4.0886,                 1.6692,                0.00117,                  0.275,                0.11592,                0.06636,                 1.5572,                 4.0861,                 1.4436,               0.088267,              0.0012665,              0.0012665
                     14,                 1.7256,                 4.0839,                 1.6328,                0.00117,                  0.275,                0.12642,                 0.0766,                 1.5094,                 4.0641,                 1.4182,               0.087361,              0.0013612,              0.0013612
